"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Jun.21, 2021"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","/ITEMS Code","A1101","","F1101","","F1102",""
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","A1101_Total population (Both sexes)[person]","Annotation","F1101_(Population census) Population in labour force[person]","Annotation","F1102_(Population census) Number of employed persons[person]","Annotation"
"2010100000","2010","29322","Nara-ken Yamazoe-mura","","4,107","","2,207","","2,128",""
"2010100000","2010","29342","Nara-ken Heguri-cho","","19,727","","8,911","","8,223",""
"2010100000","2010","29343","Nara-ken Sango-cho","","23,440","","10,166","","9,392",""
"2010100000","2010","29344","Nara-ken Ikaruga-cho","","27,734","","12,804","","11,968",""
"2010100000","2010","29345","Nara-ken Ando-cho","","7,929","","3,897","","3,387",""
"2010100000","2010","29361","Nara-ken Kawanishi-cho","","8,653","","4,047","","3,728",""
"2010100000","2010","29362","Nara-ken Miyake-cho","","7,440","","3,431","","3,124",""
"2010100000","2010","29363","Nara-ken Tawaramoto-cho","","32,121","","14,983","","13,968",""
"2010100000","2010","29385","Nara-ken Soni-mura","","1,895","","953","","879",""
"2010100000","2010","29386","Nara-ken Mitsue-mura","","2,102","","915","","828",""
"2010100000","2010","29401","Nara-ken Takatori-cho","","7,657","","3,387","","3,191",""
"2010100000","2010","29402","Nara-ken Asuka-mura","","5,856","","2,849","","2,667",""
"2010100000","2010","29424","Nara-ken Kammaki-cho","","23,728","","10,296","","9,523",""
"2010100000","2010","29425","Nara-ken Oji-cho","","22,182","","10,329","","9,508",""
"2010100000","2010","29426","Nara-ken Koryo-cho","","33,070","","15,989","","14,778",""
"2010100000","2010","29427","Nara-ken Kawai-cho","","18,531","","8,245","","7,334",""
"2010100000","2010","29441","Nara-ken Yoshino-cho","","8,642","","3,932","","3,686",""
"2010100000","2010","29442","Nara-ken Oyodo-cho","","19,176","","9,143","","8,192",""
"2010100000","2010","29443","Nara-ken Shimoichi-cho","","7,020","","3,195","","2,918",""
"2010100000","2010","29444","Nara-ken Kurotaki-mura","","840","","359","","339",""
"2010100000","2010","29446","Nara-ken Tenkawa-mura","","1,572","","759","","725",""
"2010100000","2010","29447","Nara-ken Nosegawa-mura","","524","","273","","259",""
"2010100000","2010","29449","Nara-ken Totsukawa-mura","","4,107","","1,765","","1,695",""
"2010100000","2010","29450","Nara-ken Shimokitayama-mura","","1,039","","438","","428",""
"2010100000","2010","29451","Nara-ken Kamikitayama-mura","","683","","333","","322",""
"2010100000","2010","29452","Nara-ken Kawakami-mura","","1,643","","661","","622",""
"2010100000","2010","29453","Nara-ken Higashiyoshino-mura","","2,143","","893","","834",""
"2010100000","2010","30201","Wakayama-ken Wakayama-shi","","370,364","","174,513","","162,925",""
"2010100000","2010","30202","Wakayama-ken Kainan-shi","","54,783","","26,421","","24,225",""
"2010100000","2010","30203","Wakayama-ken Hashimoto-shi","","66,361","","32,452","","30,179",""
"2010100000","2010","30204","Wakayama-ken Arida-shi","","30,592","","15,068","","14,050",""
"2010100000","2010","30205","Wakayama-ken Gobo-shi","","26,111","","12,424","","11,277",""
"2010100000","2010","30206","Wakayama-ken Tanabe-shi","","79,119","","39,641","","36,745",""
"2010100000","2010","30207","Wakayama-ken Shingu-shi","","31,498","","14,281","","13,235",""
"2010100000","2010","30208","Wakayama-ken Kinokawa-shi","","65,840","","33,787","","31,428",""
"2010100000","2010","30209","Wakayama-ken Iwade-shi","","52,882","","25,121","","23,507",""
"2010100000","2010","30304","Wakayama-ken Kimino-cho","","10,391","","5,030","","4,743",""
"2010100000","2010","30341","Wakayama-ken Katsuragi-cho","","18,230","","9,459","","8,921",""
"2010100000","2010","30343","Wakayama-ken Kudoyama-cho","","4,963","","2,458","","2,326",""
"2010100000","2010","30344","Wakayama-ken Koya-cho","","3,975","","2,060","","1,989",""
"2010100000","2010","30361","Wakayama-ken Yuasa-cho","","13,210","","6,668","","6,204",""
"2010100000","2010","30362","Wakayama-ken Hirogawa-cho","","7,714","","3,822","","3,591",""
"2010100000","2010","30366","Wakayama-ken Aridagawa-cho","","27,162","","14,235","","13,671",""
"2010100000","2010","30381","Wakayama-ken Mihama-cho","","8,077","","3,648","","3,454",""
"2010100000","2010","30382","Wakayama-ken Hidaka-cho","","7,432","","3,582","","3,408",""
"2010100000","2010","30383","Wakayama-ken Yura-cho","","6,508","","3,117","","2,937",""
"2010100000","2010","30390","Wakayama-ken Inami-cho","","8,606","","4,531","","4,327",""
"2010100000","2010","30391","Wakayama-ken Minabe-cho","","13,470","","7,614","","7,314",""
"2010100000","2010","30392","Wakayama-ken Hidakagawa-cho","","10,509","","5,219","","5,002",""
"2010100000","2010","30401","Wakayama-ken Shirahama-cho","","22,696","","10,807","","10,045",""
"2010100000","2010","30404","Wakayama-ken Kamitonda-cho","","14,807","","7,156","","6,686",""
"2010100000","2010","30406","Wakayama-ken Susami-cho","","4,730","","2,029","","1,920",""
"2010100000","2010","30421","Wakayama-ken Nachikatsuura-cho","","17,080","","7,917","","7,248",""
"2010100000","2010","30422","Wakayama-ken Taiji-cho","","3,250","","1,432","","1,354",""
"2010100000","2010","30424","Wakayama-ken Kozagawa-cho","","3,103","","1,190","","1,131",""
"2010100000","2010","30427","Wakayama-ken Kitayama-mura","","486","","175","","159",""
"2010100000","2010","30428","Wakayama-ken Kushimoto-cho","","18,249","","7,725","","6,968",""
"2010100000","2010","31201","Tottori-ken Tottori-shi","","197,449","","101,913","","96,023",""
"2010100000","2010","31202","Tottori-ken Yonago-shi","","148,271","","75,349","","71,185",""
"2010100000","2010","31203","Tottori-ken Kurayoshi-shi","","50,720","","26,215","","24,326",""
"2010100000","2010","31204","Tottori-ken Sakaiminato-shi","","35,259","","17,771","","16,709",""
"2010100000","2010","31302","Tottori-ken Iwami-cho","","12,362","","6,192","","5,675",""
"2010100000","2010","31325","Tottori-ken Wakasa-cho","","3,873","","1,846","","1,673",""
"2010100000","2010","31328","Tottori-ken Chizu-cho","","7,718","","3,762","","3,472",""
"2010100000","2010","31329","Tottori-ken Yazu-cho","","18,427","","10,254","","9,598",""
"2010100000","2010","31364","Tottori-ken Misasa-cho","","7,015","","3,698","","3,499",""
"2010100000","2010","31370","Tottori-ken Yurihama-cho","","17,029","","9,213","","8,676",""
"2010100000","2010","31371","Tottori-ken Kotoura-cho","","18,531","","9,942","","9,432",""
"2010100000","2010","31372","Tottori-ken Hokuei-cho","","15,442","","8,775","","8,308",""
"2010100000","2010","31384","Tottori-ken Hiezu-son","","3,339","","1,778","","1,667",""
"2010100000","2010","31386","Tottori-ken Daisen-cho","","17,491","","9,724","","9,204",""
"2010100000","2010","31389","Tottori-ken Nambu-cho","","11,536","","6,192","","5,777",""
"2010100000","2010","31390","Tottori-ken Hoki-cho","","11,621","","6,279","","5,970",""
"2010100000","2010","31401","Tottori-ken Nichinan-cho","","5,460","","2,775","","2,656",""
"2010100000","2010","31402","Tottori-ken Hino-cho","","3,745","","1,829","","1,709",""
"2010100000","2010","31403","Tottori-ken Kofu-cho","","3,379","","1,851","","1,773",""
"2010100000","2010","32201","Shimane-ken Matsue-shi","","208,613","","104,678","","99,872",""
"2010100000","2010","32202","Shimane-ken Hamada-shi","","61,713","","30,689","","29,146",""
"2010100000","2010","32203","Shimane-ken Izumo-shi","","171,485","","89,407","","85,555",""
"2010100000","2010","32204","Shimane-ken Masuda-shi","","50,015","","25,156","","23,604",""
"2010100000","2010","32205","Shimane-ken Oda-shi","","37,996","","18,886","","17,951",""
"2010100000","2010","32206","Shimane-ken Yasugi-shi","","41,836","","21,851","","20,800",""
"2010100000","2010","32207","Shimane-ken Gotsu-shi","","25,697","","12,179","","11,478",""
"2010100000","2010","32209","Shimane-ken Unnan-shi","","41,917","","22,224","","21,511",""
"2010100000","2010","32343","Shimane-ken Okuizumo-cho","","14,456","","7,799","","7,579",""
"2010100000","2010","32386","Shimane-ken Iinan-cho","","5,534","","2,853","","2,768",""
"2010100000","2010","32441","Shimane-ken Kawamoto-machi","","3,900","","1,925","","1,853",""
"2010100000","2010","32448","Shimane-ken Misato-cho","","5,351","","2,464","","2,364",""
"2010100000","2010","32449","Shimane-ken Onan-cho","","11,959","","6,116","","5,942",""
"2010100000","2010","32501","Shimane-ken Tsuwano-cho","","8,427","","4,364","","4,170",""
"2010100000","2010","32505","Shimane-ken Yoshika-cho","","6,810","","3,409","","3,305",""
"2010100000","2010","32525","Shimane-ken Ama-cho","","2,374","","1,116","","1,094",""
"2010100000","2010","32526","Shimane-ken Nishinoshima-cho","","3,136","","1,529","","1,434",""
"2010100000","2010","32527","Shimane-ken Chibu-mura","","657","","279","","268",""
"2010100000","2010","32528","Shimane-ken Okinoshima-cho","","15,521","","7,577","","7,195",""
"2010100000","2010","33100","Okayama-ken Okayama-shi","","709,584","","363,150","","332,578",""
"2010100000","2010","33101","Okayama-ken Okayama-shi Kita-ku","","302,685","","153,598","","142,759",""
"2010100000","2010","33102","Okayama-ken Okayama-shi Naka-ku","","142,237","","72,119","","66,278",""
"2010100000","2010","33103","Okayama-ken Okayama-shi Higashi-ku","","96,948","","48,722","","45,251",""
"2010100000","2010","33104","Okayama-ken Okayama-shi Minami-ku","","167,714","","88,711","","78,290",""
"2010100000","2010","33202","Okayama-ken Kurashiki-shi","","475,513","","233,608","","218,576",""
"2010100000","2010","33203","Okayama-ken Tsuyama-shi","","106,788","","53,494","","50,472",""
"2010100000","2010","33204","Okayama-ken Tamano-shi","","64,588","","31,488","","29,094",""
"2010100000","2010","33205","Okayama-ken Kasaoka-shi","","54,225","","25,380","","22,864",""
"2010100000","2010","33207","Okayama-ken Ibara-shi","","43,927","","21,621","","20,180",""
"2010100000","2010","33208","Okayama-ken Soja-shi","","66,201","","33,385","","31,317",""
"2010100000","2010","33209","Okayama-ken Takahashi-shi","","34,963","","16,827","","16,134",""
"2010100000","2010","33210","Okayama-ken Niimi-shi","","33,870","","16,350","","15,475",""
"2010100000","2010","33211","Okayama-ken Bizen-shi","","37,839","","17,922","","16,640",""
"2010100000","2010","33212","Okayama-ken Setouchi-shi","","37,852","","18,782","","17,682",""
"2010100000","2010","33213","Okayama-ken Akaiwa-shi","","43,458","","21,988","","20,520",""
"2010100000","2010","33214","Okayama-ken Maniwa-shi","","48,964","","25,118","","23,705",""
"2010100000","2010","33215","Okayama-ken Mimasaka-shi","","30,498","","14,772","","13,687",""
"2010100000","2010","33216","Okayama-ken Asakuchi-shi","","36,114","","16,771","","15,370",""
"2010100000","2010","33346","Okayama-ken Wake-cho","","15,362","","7,203","","6,547",""
"2010100000","2010","33423","Okayama-ken Hayashima-cho","","12,214","","5,906","","5,514",""
"2010100000","2010","33445","Okayama-ken Satosho-cho","","10,916","","5,337","","4,966",""
"2010100000","2010","33461","Okayama-ken Yakage-cho","","15,092","","7,249","","6,800",""
"2010100000","2010","33586","Okayama-ken Shinjo-son","","957","","496","","468",""
"2010100000","2010","33606","Okayama-ken Kagamino-cho","","13,580","","6,752","","6,283",""
"2010100000","2010","33622","Okayama-ken Shoo-cho","","11,195","","5,888","","5,530",""
"2010100000","2010","33623","Okayama-ken Nagi-cho","","6,085","","3,366","","3,220",""
"2010100000","2010","33643","Okayama-ken Nishiawakura-son","","1,520","","740","","692",""
"2010100000","2010","33663","Okayama-ken Kumenan-cho","","5,296","","2,745","","2,612",""
"2010100000","2010","33666","Okayama-ken Misaki-cho","","15,642","","7,674","","7,105",""
"2010100000","2010","33681","Okayama-ken Kibichuo-cho","","13,033","","6,374","","6,085",""
"2010100000","2010","34100","Hiroshima-ken Hiroshima-shi","","1,173,843","","590,733","","557,475",""
"2010100000","2010","34101","Hiroshima-ken Hiroshima-shi Naka-ku","","130,482","","65,931","","61,995",""
"2010100000","2010","34102","Hiroshima-ken Hiroshima-shi Higashi-ku","","120,751","","60,317","","57,082",""
"2010100000","2010","34103","Hiroshima-ken Hiroshima-shi Minami-ku","","138,190","","72,125","","67,325",""
"2010100000","2010","34104","Hiroshima-ken Hiroshima-shi Nishi-ku","","186,985","","95,111","","90,110",""
"2010100000","2010","34105","Hiroshima-ken Hiroshima-shi Asaminami-ku","","233,733","","115,196","","109,508",""
"2010100000","2010","34106","Hiroshima-ken Hiroshima-shi Asakita-ku","","149,633","","74,902","","70,523",""
"2010100000","2010","34107","Hiroshima-ken Hiroshima-shi Aki-ku","","78,789","","39,583","","37,498",""
"2010100000","2010","34108","Hiroshima-ken Hiroshima-shi Saeki-ku","","135,280","","67,568","","63,434",""
"2010100000","2010","34202","Hiroshima-ken Kure-shi","","239,973","","115,949","","109,959",""
"2010100000","2010","34203","Hiroshima-ken Takehara-shi","","28,644","","13,399","","12,595",""
"2010100000","2010","34204","Hiroshima-ken Mihara-shi","","100,509","","48,178","","45,923",""
"2010100000","2010","34205","Hiroshima-ken Onomichi-shi","","145,202","","70,559","","66,691",""
"2010100000","2010","34207","Hiroshima-ken Fukuyama-shi","","461,357","","222,096","","209,716",""
"2010100000","2010","34208","Hiroshima-ken Fuchu-shi","","42,563","","20,827","","19,806",""
"2010100000","2010","34209","Hiroshima-ken Miyoshi-shi","","56,605","","29,677","","28,494",""
"2010100000","2010","34210","Hiroshima-ken Shobara-shi","","40,244","","20,003","","19,242",""
"2010100000","2010","34211","Hiroshima-ken Otake-shi","","28,836","","13,767","","12,884",""
"2010100000","2010","34212","Hiroshima-ken Higashihiroshima-shi","","190,135","","95,345","","91,228",""
"2010100000","2010","34213","Hiroshima-ken Hatsukaichi-shi","","114,038","","57,893","","54,793",""
"2010100000","2010","34214","Hiroshima-ken Akitakata-shi","","31,487","","16,532","","15,721",""
"2010100000","2010","34215","Hiroshima-ken Etajima-shi","","27,031","","13,118","","12,419",""
"2010100000","2010","34302","Hiroshima-ken Fuchu-cho","","50,442","","25,655","","24,210",""
"2010100000","2010","34304","Hiroshima-ken Kaita-cho","","28,475","","14,805","","13,931",""
"2010100000","2010","34307","Hiroshima-ken Kumano-cho","","24,533","","12,154","","11,298",""
"2010100000","2010","34309","Hiroshima-ken Saka-cho","","13,262","","6,203","","5,778",""
"2010100000","2010","34368","Hiroshima-ken Akiota-cho","","7,255","","3,372","","3,223",""
"2010100000","2010","34369","Hiroshima-ken Kitahiroshima-cho","","19,969","","10,917","","10,498",""
"2010100000","2010","34431","Hiroshima-ken Osakikamijima-cho","","8,448","","3,747","","3,615",""
"2010100000","2010","34462","Hiroshima-ken Sera-cho","","17,549","","9,043","","8,651",""
"2010100000","2010","34545","Hiroshima-ken Jinsekikogen-cho","","10,350","","5,353","","5,168",""
"2010100000","2010","35201","Yamaguchi-ken Shimonoseki-shi","","280,947","","136,830","","128,223",""
"2010100000","2010","35202","Yamaguchi-ken Ube-shi","","173,772","","83,946","","78,735",""
"2010100000","2010","35203","Yamaguchi-ken Yamaguchi-shi","","196,628","","98,216","","93,111",""
"2010100000","2010","35204","Yamaguchi-ken Hagi-shi","","53,747","","27,451","","25,918",""
"2010100000","2010","35206","Yamaguchi-ken Hofu-shi","","116,611","","59,383","","56,218",""
"2010100000","2010","35207","Yamaguchi-ken Kudamatsu-shi","","55,012","","26,553","","24,854",""
"2010100000","2010","35208","Yamaguchi-ken Iwakuni-shi","","143,857","","67,576","","63,175",""
"2010100000","2010","35210","Yamaguchi-ken Hikari-shi","","53,004","","24,793","","23,102",""
"2010100000","2010","35211","Yamaguchi-ken Nagato-shi","","38,349","","19,589","","18,430",""
"2010100000","2010","35212","Yamaguchi-ken Yanai-shi","","34,730","","16,367","","15,290",""
"2010100000","2010","35213","Yamaguchi-ken Mine-shi","","28,630","","14,671","","13,984",""
"2010100000","2010","35215","Yamaguchi-ken Shunan-shi","","149,487","","72,415","","68,844",""
"2010100000","2010","35216","Yamaguchi-ken Sanyoonoda-shi","","64,550","","31,184","","28,774",""
"2010100000","2010","35305","Yamaguchi-ken Suooshima-cho","","19,084","","8,243","","7,730",""
"2010100000","2010","35321","Yamaguchi-ken Waki-cho","","6,378","","3,080","","2,908",""
"2010100000","2010","35341","Yamaguchi-ken Kaminoseki-cho","","3,332","","1,454","","1,363",""
"2010100000","2010","35343","Yamaguchi-ken Tabuse-cho","","15,986","","7,768","","7,333",""
"2010100000","2010","35344","Yamaguchi-ken Hirao-cho","","13,491","","6,059","","5,699",""
"2010100000","2010","35502","Yamaguchi-ken Abu-cho","","3,743","","1,896","","1,798",""
"2010100000","2010","36201","Tokushima-ken Tokushima-shi","","264,548","","123,807","","115,734",""
"2010100000","2010","36202","Tokushima-ken Naruto-shi","","61,513","","29,838","","27,518",""
"2010100000","2010","36203","Tokushima-ken Komatsushima-shi","","40,614","","19,906","","18,006",""
"2010100000","2010","36204","Tokushima-ken Anan-shi","","76,063","","36,605","","33,681",""
"2010100000","2010","36205","Tokushima-ken Yoshinogawa-shi","","44,020","","20,716","","18,813",""
"2010100000","2010","36206","Tokushima-ken Awa-shi","","39,247","","20,119","","18,626",""
"2010100000","2010","36207","Tokushima-ken Mima-shi","","32,484","","15,054","","13,410",""
"2010100000","2010","36208","Tokushima-ken Miyoshi-shi","","29,951","","13,147","","12,257",""
"2010100000","2010","36301","Tokushima-ken Katsuura-cho","","5,765","","3,194","","2,990",""
"2010100000","2010","36302","Tokushima-ken Kamikatsu-cho","","1,783","","919","","883",""
"2010100000","2010","36321","Tokushima-ken Sanagouchi-son","","2,588","","1,568","","1,519",""
"2010100000","2010","36341","Tokushima-ken Ishii-cho","","25,954","","13,127","","11,947",""
"2010100000","2010","36342","Tokushima-ken Kamiyama-cho","","6,038","","3,080","","2,915",""
"2010100000","2010","36368","Tokushima-ken Naka-cho","","9,318","","4,393","","4,175",""
"2010100000","2010","36383","Tokushima-ken Mugi-cho","","4,826","","2,211","","2,040",""
"2010100000","2010","36387","Tokushima-ken Minami-cho","","7,765","","3,510","","3,271",""
"2010100000","2010","36388","Tokushima-ken Kaiyo-cho","","10,446","","4,939","","4,520",""
"2010100000","2010","36401","Tokushima-ken Matsushige-cho","","15,070","","7,616","","7,125",""
"2010100000","2010","36402","Tokushima-ken Kitajima-cho","","21,658","","10,619","","9,924",""
"2010100000","2010","36403","Tokushima-ken Aizumi-cho","","33,338","","16,626","","15,200",""
"2010100000","2010","36404","Tokushima-ken Itano-cho","","14,241","","6,732","","5,977",""
"2010100000","2010","36405","Tokushima-ken Kamiita-cho","","12,727","","6,194","","5,651",""
"2010100000","2010","36468","Tokushima-ken Tsurugi-cho","","10,490","","4,533","","4,021",""
"2010100000","2010","36489","Tokushima-ken Higashimiyoshi-cho","","15,044","","7,300","","6,890",""
"2010100000","2010","37201","Kagawa-ken Takamatsu-shi","","419,429","","204,330","","191,257",""
"2010100000","2010","37202","Kagawa-ken Marugame-shi","","110,473","","54,234","","50,981",""
"2010100000","2010","37203","Kagawa-ken Sakaide-shi","","55,621","","26,820","","24,942",""
"2010100000","2010","37204","Kagawa-ken Zentsuji-shi","","33,817","","16,946","","15,679",""
"2010100000","2010","37205","Kagawa-ken Kanonji-shi","","62,690","","32,858","","31,203",""
"2010100000","2010","37206","Kagawa-ken Sanuki-shi","","53,000","","25,901","","24,114",""
"2010100000","2010","37207","Kagawa-ken Higashikagawa-shi","","33,625","","17,137","","15,849",""
"2010100000","2010","37208","Kagawa-ken Mitoyo-shi","","68,512","","35,309","","33,400",""
"2010100000","2010","37322","Kagawa-ken Tonosho-cho","","15,123","","7,447","","7,109",""
"2010100000","2010","37324","Kagawa-ken Shodoshima-cho","","16,152","","7,666","","7,191",""
"2010100000","2010","37341","Kagawa-ken Miki-cho","","28,464","","14,558","","13,696",""
"2010100000","2010","37364","Kagawa-ken Naoshima-cho","","3,325","","1,763","","1,701",""
"2010100000","2010","37386","Kagawa-ken Utazu-cho","","18,434","","9,004","","8,420",""
"2010100000","2010","37387","Kagawa-ken Ayagawa-cho","","24,625","","12,500","","11,877",""
"2010100000","2010","37403","Kagawa-ken Kotohira-cho","","9,967","","5,072","","4,786",""
"2010100000","2010","37404","Kagawa-ken Tadotsu-cho","","23,498","","11,947","","10,990",""
"2010100000","2010","37406","Kagawa-ken Manno-cho","","19,087","","9,793","","9,223",""
"2010100000","2010","38201","Ehime-ken Matsuyama-shi","","517,231","","255,352","","234,364",""
"2010100000","2010","38202","Ehime-ken Imabari-shi","","166,532","","80,937","","73,907",""
"2010100000","2010","38203","Ehime-ken Uwajima-shi","","84,210","","41,445","","38,630",""
"2010100000","2010","38204","Ehime-ken Yawatahama-shi","","38,370","","19,221","","18,208",""
"2010100000","2010","38205","Ehime-ken Niihama-shi","","121,735","","58,063","","54,462",""
"2010100000","2010","38206","Ehime-ken Saijo-shi","","112,091","","55,632","","51,722",""
"2010100000","2010","38207","Ehime-ken Ozu-shi","","47,157","","22,619","","21,379",""
"2010100000","2010","38210","Ehime-ken Iyo-shi","","38,017","","19,757","","18,477",""
"2010100000","2010","38213","Ehime-ken Shikokuchuo-shi","","90,187","","45,608","","42,856",""
"2010100000","2010","38214","Ehime-ken Seiyo-shi","","42,080","","19,934","","18,892",""
"2010100000","2010","38215","Ehime-ken Toon-shi","","35,253","","16,824","","15,820",""
"2010100000","2010","38356","Ehime-ken Kamijima-cho","","7,648","","3,444","","3,251",""
"2010100000","2010","38386","Ehime-ken Kumakogen-cho","","9,644","","4,291","","4,088",""
"2010100000","2010","38401","Ehime-ken Masaki-cho","","30,359","","15,112","","14,021",""
"2010100000","2010","38402","Ehime-ken Tobe-cho","","21,981","","11,262","","10,582",""
"2010100000","2010","38422","Ehime-ken Uchiko-cho","","18,045","","9,134","","8,618",""
"2010100000","2010","38442","Ehime-ken Ikata-cho","","10,882","","5,586","","5,312",""
"2010100000","2010","38484","Ehime-ken Matsuno-cho","","4,377","","2,144","","2,026",""
"2010100000","2010","38488","Ehime-ken Kihoku-cho","","11,633","","5,107","","4,762",""
"2010100000","2010","38506","Ehime-ken Ainan-cho","","24,061","","11,143","","10,228",""
"2010100000","2010","39201","Kochi-ken Kochi-shi","","343,393","","156,826","","145,864",""
"2010100000","2010","39202","Kochi-ken Muroto-shi","","15,210","","6,749","","6,006",""
"2010100000","2010","39203","Kochi-ken Aki-shi","","19,547","","10,447","","9,556",""
"2010100000","2010","39204","Kochi-ken Nankoku-shi","","49,472","","24,296","","22,468",""
"2010100000","2010","39205","Kochi-ken Tosa-shi","","28,686","","14,651","","13,119",""
"2010100000","2010","39206","Kochi-ken Susaki-shi","","24,698","","12,080","","10,928",""
"2010100000","2010","39208","Kochi-ken Sukumo-shi","","22,610","","11,159","","10,243",""
"2010100000","2010","39209","Kochi-ken Tosashimizu-shi","","16,029","","7,025","","6,172",""
"2010100000","2010","39210","Kochi-ken Shimanto-shi","","35,933","","17,831","","16,278",""
"2010100000","2010","39211","Kochi-ken Konan-shi","","33,830","","17,491","","16,337",""
"2010100000","2010","39212","Kochi-ken Kami-shi","","28,766","","13,804","","12,847",""
"2010100000","2010","39301","Kochi-ken Toyo-cho","","2,947","","1,287","","1,124",""
"2010100000","2010","39302","Kochi-ken Nahari-cho","","3,542","","1,590","","1,452",""
"2010100000","2010","39303","Kochi-ken Tano-cho","","2,932","","1,482","","1,360",""
"2010100000","2010","39304","Kochi-ken Yasuda-cho","","2,970","","1,554","","1,411",""
"2010100000","2010","39305","Kochi-ken Kitagawa-mura","","1,367","","742","","721",""
"2010100000","2010","39306","Kochi-ken Umaji-mura","","1,013","","472","","454",""
"2010100000","2010","39307","Kochi-ken Geisei-mura","","4,048","","2,137","","1,994",""
"2010100000","2010","39341","Kochi-ken Motoyama-cho","","4,103","","2,014","","1,868",""
"2010100000","2010","39344","Kochi-ken Otoyo-cho","","4,719","","2,028","","1,866",""
"2010100000","2010","39363","Kochi-ken Tosa-cho","","4,358","","2,172","","2,076",""
"2010100000","2010","39364","Kochi-ken Okawa-mura","","411","","201","","191",""
"2010100000","2010","39386","Kochi-ken Ino-cho","","25,062","","12,309","","11,319",""
"2010100000","2010","39387","Kochi-ken Niyodogawa-cho","","6,500","","2,443","","2,227",""
"2010100000","2010","39401","Kochi-ken Nakatosa-cho","","7,584","","3,818","","3,455",""
"2010100000","2010","39402","Kochi-ken Sakawa-cho","","13,951","","6,791","","6,177",""
"2010100000","2010","39403","Kochi-ken Ochi-cho","","6,374","","3,031","","2,810",""
"2010100000","2010","39405","Kochi-ken Yusuhara-cho","","3,984","","2,154","","2,075",""
"2010100000","2010","39410","Kochi-ken Hidaka-mura","","5,447","","2,676","","2,432",""
"2010100000","2010","39411","Kochi-ken Tsuno-cho","","6,407","","3,413","","3,225",""
"2010100000","2010","39412","Kochi-ken Shimanto-cho","","18,733","","9,725","","9,207",""
"2010100000","2010","39424","Kochi-ken Otsuki-cho","","5,783","","2,615","","2,288",""
"2010100000","2010","39427","Kochi-ken Mihara-mura","","1,681","","793","","748",""
"2010100000","2010","39428","Kochi-ken Kuroshio-cho","","12,366","","5,980","","5,477",""
"2010100000","2010","40100","Fukuoka-ken Kitakyushu-shi","","976,846","","460,697","","425,369",""
"2010100000","2010","40101","Fukuoka-ken Kitakyushu-shi Moji-ku","","104,469","","48,671","","44,685",""
"2010100000","2010","40103","Fukuoka-ken Kitakyushu-shi Wakamatsu-ku","","85,167","","39,600","","36,723",""
"2010100000","2010","40105","Fukuoka-ken Kitakyushu-shi Tobata-ku","","61,583","","29,471","","27,140",""
"2010100000","2010","40106","Fukuoka-ken Kitakyushu-shi Kokurakita-ku","","181,936","","86,752","","79,848",""
"2010100000","2010","40107","Fukuoka-ken Kitakyushu-shi Kokuraminami-ku","","214,793","","102,561","","93,691",""
"2010100000","2010","40108","Fukuoka-ken Kitakyushu-shi Yahatahigashi-ku","","71,801","","32,975","","30,568",""
"2010100000","2010","40109","Fukuoka-ken Kitakyushu-shi Yahatanishi-ku","","257,097","","120,667","","112,714",""
"2010100000","2010","40130","Fukuoka-ken Fukuoka-shi","","1,463,743","","716,707","","663,826",""
"2010100000","2010","40131","Fukuoka-ken Fukuoka-shi Higashi-ku","","292,199","","139,625","","129,345",""
"2010100000","2010","40132","Fukuoka-ken Fukuoka-shi Hakata-ku","","212,527","","109,375","","99,996",""
"2010100000","2010","40133","Fukuoka-ken Fukuoka-shi Chuo-ku","","178,429","","91,375","","84,870",""
"2010100000","2010","40134","Fukuoka-ken Fukuoka-shi Minami-ku","","247,096","","121,407","","112,426",""
"2010100000","2010","40135","Fukuoka-ken Fukuoka-shi Nishi-ku","","193,280","","90,820","","84,351",""
"2010100000","2010","40136","Fukuoka-ken Fukuoka-shi Jonan-ku","","128,659","","61,849","","57,442",""
"2010100000","2010","40137","Fukuoka-ken Fukuoka-shi Sawara-ku","","211,553","","102,256","","95,396",""
"2010100000","2010","40202","Fukuoka-ken Omuta-shi","","123,638","","54,657","","49,042",""
"2010100000","2010","40203","Fukuoka-ken Kurume-shi","","302,402","","150,496","","140,299",""
"2010100000","2010","40204","Fukuoka-ken Nogata-shi","","57,686","","26,765","","24,202",""
"2010100000","2010","40205","Fukuoka-ken Iizuka-shi","","131,492","","63,178","","55,761",""
"2010100000","2010","40206","Fukuoka-ken Tagawa-shi","","50,605","","22,500","","19,613",""
"2010100000","2010","40207","Fukuoka-ken Yanagawa-shi","","71,375","","34,940","","32,238",""
"2010100000","2010","40210","Fukuoka-ken Yame-shi","","69,057","","36,036","","33,925",""
"2010100000","2010","40211","Fukuoka-ken Chikugo-shi","","48,512","","24,662","","23,193",""
"2010100000","2010","40212","Fukuoka-ken Okawa-shi","","37,448","","19,067","","17,579",""
"2010100000","2010","40213","Fukuoka-ken Yukuhashi-shi","","70,468","","34,179","","31,354",""
"2010100000","2010","40214","Fukuoka-ken Buzen-shi","","27,031","","12,835","","12,009",""
"2010100000","2010","40215","Fukuoka-ken Nakama-shi","","44,210","","19,845","","17,659",""
