"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Jun.21, 2021"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","/ITEMS Code","A1101","","F1101","","F1102",""
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","A1101_Total population (Both sexes)[person]","Annotation","F1101_(Population census) Population in labour force[person]","Annotation","F1102_(Population census) Number of employed persons[person]","Annotation"
"1985100000","1985","01519","Hokkaido Rishirifuji-cho","","5,520","","2,984","","2,943",""
"1985100000","1985","01520","Hokkaido Horonobe-cho","","3,850","","2,034","","2,021",""
"1985100000","1985","01543","Hokkaido Bihoro-cho","","26,686","","13,787","","13,457",""
"1985100000","1985","01544","Hokkaido Tsubetsu-cho","","8,972","","5,011","","4,907",""
"1985100000","1985","01545","Hokkaido Shari-cho","","15,955","","8,447","","8,270",""
"1985100000","1985","01546","Hokkaido Kiyosato-cho","","6,355","","3,433","","3,382",""
"1985100000","1985","01547","Hokkaido Koshimizu-cho","","7,347","","3,985","","3,901",""
"1985100000","1985","01549","Hokkaido Kunneppu-cho","","7,654","","4,201","","4,136",""
"1985100000","1985","01550","Hokkaido Oketo-cho","","5,601","","2,954","","2,894",""
"1985100000","1985","01552","Hokkaido Saroma-cho","","8,389","","4,770","","4,710",""
"1985100000","1985","01555","Hokkaido Engaru-cho","","29,444","","14,529","","14,066",""
"1985100000","1985","01559","Hokkaido Yubetsu-cho","","13,702","","7,397","","7,275",""
"1985100000","1985","01560","Hokkaido Takinoue-cho","","5,026","","2,771","","2,726",""
"1985100000","1985","01561","Hokkaido Okoppe-cho","","6,320","","3,339","","3,282",""
"1985100000","1985","01562","Hokkaido Nishiokoppe-mura","","1,446","","779","","769",""
"1985100000","1985","01563","Hokkaido Omu-cho","","6,567","","3,684","","3,635",""
"1985100000","1985","01564","Hokkaido Ozora-cho","","9,429","","5,317","","5,244",""
"1985100000","1985","01571","Hokkaido Toyoura-cho","","6,112","","2,965","","2,842",""
"1985100000","1985","01575","Hokkaido Sobetsu-cho","","4,343","","2,232","","2,170",""
"1985100000","1985","01578","Hokkaido Shiraoi-cho","","24,353","","10,771","","10,286",""
"1985100000","1985","01581","Hokkaido Atsuma-cho","","6,603","","3,749","","3,699",""
"1985100000","1985","01584","Hokkaido Toyako-cho","","13,749","","7,243","","6,992",""
"1985100000","1985","01585","Hokkaido Abira-cho","","10,526","","5,221","","5,072",""
"1985100000","1985","01586","Hokkaido Mukawa-cho","","14,068","","7,567","","7,427",""
"1985100000","1985","01601","Hokkaido Hidaka-cho","","18,267","","9,639","","9,401",""
"1985100000","1985","01602","Hokkaido Biratori-cho","","7,767","","4,093","","4,027",""
"1985100000","1985","01604","Hokkaido Niikappu-cho","","7,277","","3,855","","3,700",""
"1985100000","1985","01607","Hokkaido Urakawa-cho","","18,808","","9,554","","9,349",""
"1985100000","1985","01608","Hokkaido Samani-cho","","7,745","","3,905","","3,839",""
"1985100000","1985","01609","Hokkaido Erimo-cho","","7,456","","4,155","","4,108",""
"1985100000","1985","01610","Hokkaido Shinhidaka-cho","","32,610","","16,522","","16,046",""
"1985100000","1985","01631","Hokkaido Otofuke-cho","","33,970","","17,190","","16,672",""
"1985100000","1985","01632","Hokkaido Shihoro-cho","","7,044","","3,808","","3,770",""
"1985100000","1985","01633","Hokkaido Kamishihoro-cho","","7,042","","3,922","","3,842",""
"1985100000","1985","01634","Hokkaido Shikaoi-cho","","6,480","","3,633","","3,597",""
"1985100000","1985","01635","Hokkaido Shintoku-cho","","9,008","","4,906","","4,802",""
"1985100000","1985","01636","Hokkaido Shimizu-cho","","13,281","","7,113","","6,958",""
"1985100000","1985","01637","Hokkaido Memuro-cho","","16,731","","8,872","","8,690",""
"1985100000","1985","01638","Hokkaido Nakasatsunai-mura","","4,101","","2,279","","2,247",""
"1985100000","1985","01639","Hokkaido Sarabetsu-mura","","3,571","","2,135","","2,095",""
"1985100000","1985","01641","Hokkaido Taiki-cho","","8,118","","4,294","","4,218",""
"1985100000","1985","01642","Hokkaido Hiroo-cho","","11,285","","5,752","","5,615",""
"1985100000","1985","01643","Hokkaido Makubetsu-cho","","23,497","","12,036","","11,758",""
"1985100000","1985","01644","Hokkaido Ikeda-cho","","11,255","","5,842","","5,719",""
"1985100000","1985","01645","Hokkaido Toyokoro-cho","","5,541","","3,171","","3,120",""
"1985100000","1985","01646","Hokkaido Hombetsu-cho","","12,534","","6,542","","6,401",""
"1985100000","1985","01647","Hokkaido Ashoro-cho","","11,586","","6,238","","6,093",""
"1985100000","1985","01648","Hokkaido Rikubetsu-cho","","4,466","","2,259","","2,239",""
"1985100000","1985","01649","Hokkaido Urahoro-cho","","9,258","","4,798","","4,730",""
"1985100000","1985","01661","Hokkaido Kushiro-cho","","15,942","","8,206","","7,915",""
"1985100000","1985","01662","Hokkaido Akkeshi-cho","","15,417","","8,265","","8,162",""
"1985100000","1985","01663","Hokkaido Hamanaka-cho","","8,921","","5,399","","5,361",""
"1985100000","1985","01664","Hokkaido Shibecha-cho","","11,633","","6,072","","5,968",""
"1985100000","1985","01665","Hokkaido Teshikaga-cho","","11,796","","6,435","","6,277",""
"1985100000","1985","01667","Hokkaido Tsurui-mura","","2,856","","1,500","","1,486",""
"1985100000","1985","01668","Hokkaido Shiranuka-cho","","14,105","","6,956","","6,655",""
"1985100000","1985","01691","Hokkaido Betsukai-cho","","18,533","","9,829","","9,708",""
"1985100000","1985","01692","Hokkaido Nakashibetsu-cho","","21,675","","10,867","","10,582",""
"1985100000","1985","01693","Hokkaido Shibetsu-cho","","7,577","","4,016","","3,967",""
"1985100000","1985","01694","Hokkaido Rausu-cho","","8,065","","4,695","","4,645",""
"1985100000","1985","02201","Aomori-ken Aomori-shi","","316,047","","152,027","","143,303",""
"1985100000","1985","02202","Aomori-ken Hirosaki-shi","","192,989","","95,654","","91,056",""
"1985100000","1985","02203","Aomori-ken Hachinohe-shi","","248,691","","121,006","","113,744",""
"1985100000","1985","02204","Aomori-ken Kuroishi-shi","","40,501","","20,738","","19,873",""
"1985100000","1985","02205","Aomori-ken Goshogawara-shi","","67,033","","33,079","","31,348",""
"1985100000","1985","02206","Aomori-ken Towada-shi","","69,106","","35,838","","34,591",""
"1985100000","1985","02207","Aomori-ken Misawa-shi","","41,425","","21,868","","20,874",""
"1985100000","1985","02208","Aomori-ken Mutsu-shi","","71,857","","33,019","","31,545",""
"1985100000","1985","02209","Aomori-ken Tsugaru-shi","","46,070","","23,232","","22,064",""
"1985100000","1985","02210","Aomori-ken Hirakawa-shi","","38,932","","20,673","","19,796",""
"1985100000","1985","02301","Aomori-ken Hiranai-machi","","17,246","","8,601","","8,297",""
"1985100000","1985","02303","Aomori-ken Imabetsu-machi","","6,099","","2,897","","2,725",""
"1985100000","1985","02304","Aomori-ken Yomogita-mura","","4,275","","2,210","","2,122",""
"1985100000","1985","02307","Aomori-ken Sotogahama-machi","","12,855","","6,362","","6,067",""
"1985100000","1985","02321","Aomori-ken Ajigasawa-machi","","16,381","","7,860","","7,477",""
"1985100000","1985","02323","Aomori-ken Fukaura-machi","","14,307","","6,771","","6,476",""
"1985100000","1985","02343","Aomori-ken Nishimeya-mura","","2,474","","1,432","","1,395",""
"1985100000","1985","02361","Aomori-ken Fujisaki-machi","","17,620","","9,378","","8,893",""
"1985100000","1985","02362","Aomori-ken Owani-machi","","15,313","","7,989","","7,579",""
"1985100000","1985","02367","Aomori-ken Inakadate-mura","","9,722","","5,235","","5,026",""
"1985100000","1985","02381","Aomori-ken Itayanagi-machi","","18,504","","9,933","","9,507",""
"1985100000","1985","02384","Aomori-ken Tsuruta-machi","","16,627","","8,858","","8,461",""
"1985100000","1985","02387","Aomori-ken Nakadomari-machi","","18,568","","8,680","","8,272",""
"1985100000","1985","02401","Aomori-ken Noheji-machi","","18,351","","8,382","","7,849",""
"1985100000","1985","02402","Aomori-ken Shichinohe-machi","","22,342","","11,426","","11,122",""
"1985100000","1985","02405","Aomori-ken Rokunohe-machi","","10,931","","6,015","","5,842",""
"1985100000","1985","02406","Aomori-ken Yokohama-machi","","6,626","","3,228","","3,081",""
"1985100000","1985","02408","Aomori-ken Tohoku-machi","","22,333","","11,466","","11,075",""
"1985100000","1985","02411","Aomori-ken Rokkasho-mura","","11,003","","5,098","","4,658",""
"1985100000","1985","02412","Aomori-ken Oirase-cho","","18,632","","9,558","","9,114",""
"1985100000","1985","02423","Aomori-ken Oma-machi","","7,487","","3,710","","3,581",""
"1985100000","1985","02424","Aomori-ken Higashidori-mura","","9,675","","4,469","","4,239",""
"1985100000","1985","02425","Aomori-ken Kazamaura-mura","","3,712","","1,640","","1,558",""
"1985100000","1985","02426","Aomori-ken Sai-mura","","3,634","","1,744","","1,712",""
"1985100000","1985","02441","Aomori-ken Sannohe-machi","","15,200","","7,867","","7,458",""
"1985100000","1985","02442","Aomori-ken Gonohe-machi","","23,638","","12,402","","12,020",""
"1985100000","1985","02443","Aomori-ken Takko-machi","","8,508","","4,668","","4,552",""
"1985100000","1985","02445","Aomori-ken Nambu-cho","","24,053","","12,683","","12,341",""
"1985100000","1985","02446","Aomori-ken Hashikami-cho","","11,547","","5,202","","4,871",""
"1985100000","1985","02450","Aomori-ken Shingo-mura","","4,134","","2,474","","2,450",""
"1985100000","1985","03201","Iwate-ken Morioka-shi","","287,312","","141,908","","136,313",""
"1985100000","1985","03202","Iwate-ken Miyako-shi","","77,024","","37,496","","35,602",""
"1985100000","1985","03203","Iwate-ken Ofunato-shi","","49,041","","25,594","","24,731",""
"1985100000","1985","03205","Iwate-ken Hanamaki-shi","","106,747","","59,445","","58,095",""
"1985100000","1985","03206","Iwate-ken Kitakami-shi","","80,248","","43,912","","42,643",""
"1985100000","1985","03207","Iwate-ken Kuji-shi","","43,402","","20,729","","19,773",""
"1985100000","1985","03208","Iwate-ken Tono-shi","","36,312","","20,327","","19,766",""
"1985100000","1985","03209","Iwate-ken Ichinoseki-shi","","146,065","","80,702","","79,026",""
"1985100000","1985","03210","Iwate-ken Rikuzentakata-shi","","28,404","","14,463","","14,046",""
"1985100000","1985","03211","Iwate-ken Kamaishi-shi","","60,007","","28,102","","26,690",""
"1985100000","1985","03213","Iwate-ken Ninohe-shi","","37,285","","19,911","","19,277",""
"1985100000","1985","03214","Iwate-ken Hachimantai-shi","","33,770","","19,068","","18,545",""
"1985100000","1985","03215","Iwate-ken Oshu-shi","","132,039","","75,749","","74,099",""
"1985100000","1985","03216","Iwate-ken Takizawashi","","31,733","","16,013","","15,522",""
"1985100000","1985","03301","Iwate-ken Shizukuishi-cho","","19,127","","10,868","","10,667",""
"1985100000","1985","03302","Iwate-ken Kuzumaki-machi","","11,231","","5,925","","5,762",""
"1985100000","1985","03303","Iwate-ken Iwate-machi","","19,885","","10,995","","10,687",""
"1985100000","1985","03321","Iwate-ken Shiwa-cho","","28,892","","16,375","","16,078",""
"1985100000","1985","03322","Iwate-ken Yahaba-cho","","18,714","","10,317","","10,040",""
"1985100000","1985","03366","Iwate-ken Nishiwaga-machi","","9,520","","5,445","","5,314",""
"1985100000","1985","03381","Iwate-ken Kanegasaki-cho","","16,250","","9,870","","9,739",""
"1985100000","1985","03402","Iwate-ken Hiraizumi-cho","","9,703","","5,440","","5,362",""
"1985100000","1985","03441","Iwate-ken Sumita-cho","","8,702","","4,938","","4,839",""
"1985100000","1985","03461","Iwate-ken Otsuchi-cho","","20,258","","9,169","","8,679",""
"1985100000","1985","03482","Iwate-ken Yamada-machi","","24,602","","11,530","","10,970",""
"1985100000","1985","03483","Iwate-ken Iwaizumi-cho","","16,959","","8,656","","8,403",""
"1985100000","1985","03484","Iwate-ken Tanohata-mura","","5,199","","2,655","","2,569",""
"1985100000","1985","03485","Iwate-ken Fudai-mura","","4,013","","2,128","","2,045",""
"1985100000","1985","03501","Iwate-ken Karumai-machi","","13,487","","7,247","","7,033",""
"1985100000","1985","03503","Iwate-ken Noda-mura","","5,382","","2,516","","2,382",""
"1985100000","1985","03506","Iwate-ken Kunohe-mura","","8,073","","4,645","","4,483",""
"1985100000","1985","03507","Iwate-ken Hirono-cho","","23,818","","10,801","","10,218",""
"1985100000","1985","03524","Iwate-ken Ichinohe-machi","","20,407","","10,630","","10,253",""
"1985100000","1985","04100","Miyagi-ken Sendai-shi","","857,335","","401,857","","387,344",""
"1985100000","1985","04101","Miyagi-ken Sendai-shi Aoba-ku","","-","","-","","-",""
"1985100000","1985","04102","Miyagi-ken Sendai-shi Miyagino-ku","","-","","-","","-",""
"1985100000","1985","04103","Miyagi-ken Sendai-shi Wakabayashi-ku","","-","","-","","-",""
"1985100000","1985","04104","Miyagi-ken Sendai-shi Taihaku-ku","","-","","-","","-",""
"1985100000","1985","04105","Miyagi-ken Sendai-shi Izumi-ku","","-","","-","","-",""
"1985100000","1985","04202","Miyagi-ken Ishinomaki-shi","","186,587","","91,472","","87,751",""
"1985100000","1985","04203","Miyagi-ken Shiogama-shi","","61,825","","31,173","","29,633",""
"1985100000","1985","04205","Miyagi-ken Kesennuma-shi","","91,468","","46,562","","44,674",""
"1985100000","1985","04206","Miyagi-ken Shiroishi-shi","","42,262","","21,601","","21,012",""
"1985100000","1985","04207","Miyagi-ken Natori-shi","","50,897","","25,003","","24,291",""
"1985100000","1985","04208","Miyagi-ken Kakuda-shi","","35,119","","17,845","","17,470",""
"1985100000","1985","04209","Miyagi-ken Tagajo-shi","","54,436","","26,740","","25,707",""
"1985100000","1985","04211","Miyagi-ken Iwanuma-shi","","36,519","","17,608","","17,067",""
"1985100000","1985","04212","Miyagi-ken Tome-shi","","99,182","","51,440","","50,423",""
"1985100000","1985","04213","Miyagi-ken Kurihara-shi","","95,042","","50,584","","49,597",""
"1985100000","1985","04214","Miyagi-ken Higashimatsushima-shi","","39,280","","18,879","","18,141",""
"1985100000","1985","04215","Miyagi-ken Osaki-shi","","133,439","","69,099","","67,218",""
"1985100000","1985","04216","Miyagi-ken Tomiya-shi","","18,053","","8,153","","7,930",""
"1985100000","1985","04301","Miyagi-ken Zao-machi","","14,175","","7,615","","7,463",""
"1985100000","1985","04302","Miyagi-ken Shichikashuku-machi","","2,543","","1,558","","1,545",""
"1985100000","1985","04321","Miyagi-ken Ogawara-machi","","20,305","","10,183","","9,895",""
"1985100000","1985","04322","Miyagi-ken Murata-machi","","13,807","","7,518","","7,373",""
"1985100000","1985","04323","Miyagi-ken Shibata-machi","","35,416","","17,158","","16,681",""
"1985100000","1985","04324","Miyagi-ken Kawasaki-machi","","10,939","","5,771","","5,651",""
"1985100000","1985","04341","Miyagi-ken Marumori-machi","","20,598","","10,875","","10,685",""
"1985100000","1985","04361","Miyagi-ken Watari-cho","","29,263","","14,859","","14,456",""
"1985100000","1985","04362","Miyagi-ken Yamamoto-cho","","18,236","","9,124","","8,886",""
"1985100000","1985","04401","Miyagi-ken Matsushima-machi","","17,568","","9,002","","8,673",""
"1985100000","1985","04404","Miyagi-ken Shichigahama-machi","","18,106","","8,947","","8,601",""
"1985100000","1985","04406","Miyagi-ken Rifu-cho","","12,031","","5,977","","5,808",""
"1985100000","1985","04421","Miyagi-ken Taiwa-cho","","18,768","","9,645","","9,436",""
"1985100000","1985","04422","Miyagi-ken Osato-cho","","10,465","","5,215","","5,120",""
"1985100000","1985","04424","Miyagi-ken Ohira-mura","","5,548","","2,920","","2,848",""
"1985100000","1985","04444","Miyagi-ken Shikama-cho","","8,794","","4,771","","4,706",""
"1985100000","1985","04445","Miyagi-ken Kami-machi","","30,849","","16,609","","16,258",""
"1985100000","1985","04501","Miyagi-ken Wakuya-cho","","21,362","","10,633","","10,347",""
"1985100000","1985","04505","Miyagi-ken Misato-machi","","28,862","","14,601","","14,204",""
"1985100000","1985","04581","Miyagi-ken Onagawa-cho","","15,246","","7,787","","7,540",""
"1985100000","1985","04606","Miyagi-ken Minamisanriku-cho","","21,970","","11,204","","10,811",""
"1985100000","1985","05201","Akita-ken Akita-shi","","316,550","","151,503","","145,338",""
"1985100000","1985","05202","Akita-ken Noshiro-shi","","73,649","","36,421","","34,805",""
"1985100000","1985","05203","Akita-ken Yokote-shi","","119,088","","61,723","","60,394",""
"1985100000","1985","05204","Akita-ken Odate-shi","","94,526","","48,183","","46,173",""
"1985100000","1985","05206","Akita-ken Oga-shi","","45,891","","22,416","","21,526",""
"1985100000","1985","05207","Akita-ken Yuzawa-shi","","63,949","","32,679","","31,881",""
"1985100000","1985","05209","Akita-ken Kazuno-shi","","44,499","","22,983","","22,168",""
"1985100000","1985","05210","Akita-ken Yurihonjo-shi","","96,589","","52,188","","50,986",""
"1985100000","1985","05211","Akita-ken Katagami-shi","","33,482","","16,860","","16,238",""
"1985100000","1985","05212","Akita-ken Daisen-shi","","105,926","","56,130","","54,763",""
"1985100000","1985","05213","Akita-ken Kitaakita-shi","","49,356","","26,176","","25,240",""
"1985100000","1985","05214","Akita-ken Nikaho-shi","","32,033","","17,619","","17,248",""
"1985100000","1985","05215","Akita-ken Semboku-shi","","38,348","","20,250","","19,657",""
"1985100000","1985","05303","Akita-ken Kosaka-machi","","9,728","","4,793","","4,604",""
"1985100000","1985","05327","Akita-ken Kamikoani-mura","","4,116","","2,170","","2,105",""
"1985100000","1985","05346","Akita-ken Fujisato-machi","","5,616","","3,024","","2,941",""
"1985100000","1985","05348","Akita-ken Mitane-cho","","25,254","","13,649","","13,226",""
"1985100000","1985","05349","Akita-ken Happou-cho","","11,152","","6,091","","5,927",""
"1985100000","1985","05361","Akita-ken Gojome-machi","","15,047","","7,750","","7,485",""
"1985100000","1985","05363","Akita-ken Hachirogata-machi","","8,239","","4,289","","4,159",""
"1985100000","1985","05366","Akita-ken Ikawa-machi","","6,316","","3,405","","3,310",""
"1985100000","1985","05368","Akita-ken Ogata-mura","","3,254","","1,750","","1,741",""
"1985100000","1985","05434","Akita-ken Misato-cho","","26,358","","14,435","","14,193",""
"1985100000","1985","05463","Akita-ken Ugo-machi","","21,248","","11,099","","10,877",""
"1985100000","1985","05464","Akita-ken Higashinaruse-mura","","3,818","","2,132","","2,101",""
"1985100000","1985","06201","Yamagata-ken Yamagata-shi","","245,158","","124,769","","121,525",""
"1985100000","1985","06202","Yamagata-ken Yonezawa-shi","","93,721","","48,393","","47,260",""
"1985100000","1985","06203","Yamagata-ken Tsuruoka-shi","","152,636","","79,096","","77,078",""
"1985100000","1985","06204","Yamagata-ken Sakata-shi","","123,823","","65,320","","63,260",""
"1985100000","1985","06205","Yamagata-ken Shinjo-shi","","43,033","","21,650","","21,097",""
"1985100000","1985","06206","Yamagata-ken Sagae-shi","","41,828","","22,707","","22,375",""
"1985100000","1985","06207","Yamagata-ken Kaminoyama-shi","","38,822","","20,944","","20,510",""
"1985100000","1985","06208","Yamagata-ken Murayama-shi","","32,204","","18,072","","17,856",""
"1985100000","1985","06209","Yamagata-ken Nagai-shi","","33,490","","18,093","","17,802",""
"1985100000","1985","06210","Yamagata-ken Tendo-shi","","55,123","","29,720","","29,147",""
"1985100000","1985","06211","Yamagata-ken Higashine-shi","","41,874","","23,311","","22,933",""
"1985100000","1985","06212","Yamagata-ken Obanazawa-shi","","24,801","","13,928","","13,733",""
"1985100000","1985","06213","Yamagata-ken Nanyo-shi","","37,146","","19,692","","19,362",""
"1985100000","1985","06301","Yamagata-ken Yamanobe-machi","","14,369","","7,862","","7,729",""
"1985100000","1985","06302","Yamagata-ken Nakayama-machi","","11,873","","6,516","","6,406",""
"1985100000","1985","06321","Yamagata-ken Kahoku-cho","","22,311","","11,985","","11,827",""
"1985100000","1985","06322","Yamagata-ken Nishikawa-machi","","9,511","","5,511","","5,451",""
"1985100000","1985","06323","Yamagata-ken Asahi-machi","","10,875","","6,247","","6,172",""
"1985100000","1985","06324","Yamagata-ken Oe-machi","","11,061","","6,157","","6,087",""
"1985100000","1985","06341","Yamagata-ken Oishida-machi","","10,633","","5,649","","5,584",""
"1985100000","1985","06361","Yamagata-ken Kaneyama-machi","","7,872","","4,015","","3,933",""
"1985100000","1985","06362","Yamagata-ken Mogami-machi","","13,007","","6,819","","6,700",""
"1985100000","1985","06363","Yamagata-ken Funagata-machi","","7,920","","3,932","","3,846",""
"1985100000","1985","06364","Yamagata-ken Mamurogawa-machi","","12,557","","6,285","","6,131",""
"1985100000","1985","06365","Yamagata-ken Okura-mura","","5,203","","2,782","","2,750",""
"1985100000","1985","06366","Yamagata-ken Sakegawa-mura","","6,616","","3,541","","3,501",""
"1985100000","1985","06367","Yamagata-ken Tozawa-mura","","7,421","","3,770","","3,702",""
"1985100000","1985","06381","Yamagata-ken Takahata-machi","","27,576","","14,951","","14,776",""
"1985100000","1985","06382","Yamagata-ken Kawanishi-machi","","22,205","","12,292","","12,140",""
"1985100000","1985","06401","Yamagata-ken Oguni-machi","","12,096","","6,740","","6,663",""
"1985100000","1985","06402","Yamagata-ken Shirataka-machi","","18,526","","10,099","","10,002",""
"1985100000","1985","06403","Yamagata-ken Iide-machi","","10,131","","5,617","","5,548",""
"1985100000","1985","06426","Yamagata-ken Mikawa-machi","","8,511","","4,737","","4,617",""
"1985100000","1985","06428","Yamagata-ken Shonai-machi","","27,458","","14,583","","14,255",""
"1985100000","1985","06461","Yamagata-ken Yuza-machi","","20,271","","11,052","","10,848",""
"1985100000","1985","07201","Fukushima-ken Fukushima-shi","","278,229","","138,722","","134,761",""
"1985100000","1985","07202","Fukushima-ken Aizuwakamatsu-shi","","134,912","","70,638","","68,236",""
"1985100000","1985","07203","Fukushima-ken Koriyama-shi","","301,673","","151,767","","146,966",""
"1985100000","1985","07204","Fukushima-ken Iwaki-shi","","350,569","","171,644","","163,823",""
"1985100000","1985","07205","Fukushima-ken Shirakawa-shi","","62,596","","32,546","","31,829",""
"1985100000","1985","07207","Fukushima-ken Sukagawa-shi","","71,202","","37,737","","36,887",""
"1985100000","1985","07208","Fukushima-ken Kitakata-shi","","60,411","","33,225","","32,494",""
"1985100000","1985","07209","Fukushima-ken Soma-shi","","39,346","","20,243","","19,720",""
"1985100000","1985","07210","Fukushima-ken Nihonmatsu-shi","","67,154","","35,953","","35,323",""
"1985100000","1985","07211","Fukushima-ken Tamura-shi","","48,057","","27,507","","27,066",""
"1985100000","1985","07212","Fukushima-ken Minamisoma-shi","","77,139","","39,144","","38,152",""
"1985100000","1985","07213","Fukushima-ken Date-shi","","74,626","","39,970","","39,162",""
"1985100000","1985","07214","Fukushima-ken Motomiya-shi","","28,531","","15,241","","14,948",""
"1985100000","1985","07301","Fukushima-ken Kori-machi","","14,918","","8,030","","7,891",""
"1985100000","1985","07303","Fukushima-ken Kunimi-machi","","12,010","","6,482","","6,365",""
"1985100000","1985","07308","Fukushima-ken Kawamata-machi","","20,864","","11,375","","11,103",""
"1985100000","1985","07322","Fukushima-ken Otama-mura","","7,979","","4,400","","4,331",""
"1985100000","1985","07342","Fukushima-ken Kagamiishi-machi","","11,883","","6,294","","6,156",""
"1985100000","1985","07344","Fukushima-ken Tenei-mura","","6,878","","3,851","","3,788",""
"1985100000","1985","07362","Fukushima-ken Shimogo-machi","","9,033","","5,025","","4,942",""
"1985100000","1985","07364","Fukushima-ken Hinoemata-mura","","735","","479","","479",""
"1985100000","1985","07367","Fukushima-ken Tadami-machi","","6,731","","3,965","","3,924",""
"1985100000","1985","07368","Fukushima-ken Minamiaizu-machi","","23,288","","13,248","","12,997",""
"1985100000","1985","07402","Fukushima-ken Kitashiobara-mura","","3,749","","2,130","","2,071",""
"1985100000","1985","07405","Fukushima-ken Nishiaizu-machi","","10,701","","6,217","","6,119",""
"1985100000","1985","07407","Fukushima-ken Bandai-machi","","4,391","","2,468","","2,406",""
"1985100000","1985","07408","Fukushima-ken Inawashiro-machi","","19,146","","10,409","","10,244",""
"1985100000","1985","07421","Fukushima-ken Aizubange-machi","","20,431","","11,527","","11,298",""
"1985100000","1985","07422","Fukushima-ken Yugawa-mura","","3,811","","2,258","","2,218",""
"1985100000","1985","07423","Fukushima-ken Yanaizu-machi","","5,519","","3,203","","3,156",""
"1985100000","1985","07444","Fukushima-ken Mishima-machi","","3,180","","1,669","","1,626",""
"1985100000","1985","07445","Fukushima-ken Kaneyama-machi","","4,282","","2,442","","2,417",""
"1985100000","1985","07446","Fukushima-ken Showa-mura","","2,374","","1,487","","1,471",""
"1985100000","1985","07447","Fukushima-ken Aizumisato-machi","","27,705","","15,312","","14,949",""
"1985100000","1985","07461","Fukushima-ken Nishigo-mura","","14,622","","7,032","","6,880",""
"1985100000","1985","07464","Fukushima-ken Izumizaki-mura","","5,834","","3,133","","3,060",""
"1985100000","1985","07465","Fukushima-ken Nakajima-mura","","4,681","","2,523","","2,490",""
"1985100000","1985","07466","Fukushima-ken Yabuki-machi","","18,249","","9,285","","9,020",""
"1985100000","1985","07481","Fukushima-ken Tanagura-machi","","16,510","","8,820","","8,661",""
"1985100000","1985","07482","Fukushima-ken Yamatsuri-machi","","7,918","","4,233","","4,150",""
"1985100000","1985","07483","Fukushima-ken Hanawa-machi","","12,166","","6,630","","6,546",""
"1985100000","1985","07484","Fukushima-ken Samegawa-mura","","5,423","","3,035","","3,016",""
"1985100000","1985","07501","Fukushima-ken Ishikawa-machi","","21,727","","11,594","","11,393",""
"1985100000","1985","07502","Fukushima-ken Tamakawa-mura","","7,505","","4,257","","4,170",""
"1985100000","1985","07503","Fukushima-ken Hirata-mura","","8,738","","4,950","","4,888",""
"1985100000","1985","07504","Fukushima-ken Asakawa-machi","","7,621","","4,104","","4,037",""
"1985100000","1985","07505","Fukushima-ken Furudono-machi","","7,860","","4,352","","4,286",""
"1985100000","1985","07521","Fukushima-ken Miharu-machi","","18,987","","10,066","","9,870",""
"1985100000","1985","07522","Fukushima-ken Ono-machi","","13,854","","7,676","","7,539",""
"1985100000","1985","07541","Fukushima-ken Hirono-machi","","5,323","","2,699","","2,643",""
"1985100000","1985","07542","Fukushima-ken Naraha-machi","","8,422","","4,401","","4,227",""
"1985100000","1985","07543","Fukushima-ken Tomioka-machi","","15,895","","7,959","","7,738",""
"1985100000","1985","07544","Fukushima-ken Kawauchi-mura","","4,020","","2,279","","2,221",""
"1985100000","1985","07545","Fukushima-ken Okuma-machi","","9,988","","4,985","","4,849",""
"1985100000","1985","07546","Fukushima-ken Futaba-machi","","8,219","","4,154","","4,020",""
"1985100000","1985","07547","Fukushima-ken Namie-machi","","23,595","","11,895","","11,551",""
"1985100000","1985","07548","Fukushima-ken Katsurao-mura","","2,012","","1,163","","1,156",""
"1985100000","1985","07561","Fukushima-ken Shinchi-machi","","8,876","","4,478","","4,406",""
"1985100000","1985","07564","Fukushima-ken Iitate-mura","","8,206","","4,549","","4,491",""
"1985100000","1985","08201","Ibaraki-ken Mito-shi","","253,744","","123,633","","120,014",""
"1985100000","1985","08202","Ibaraki-ken Hitachi-shi","","218,111","","103,488","","100,429",""
"1985100000","1985","08203","Ibaraki-ken Tsuchiura-shi","","129,236","","63,808","","61,828",""
"1985100000","1985","08204","Ibaraki-ken Koga-shi","","129,842","","64,978","","63,330",""
"1985100000","1985","08205","Ibaraki-ken Ishioka-shi","","78,214","","39,533","","38,506",""
"1985100000","1985","08207","Ibaraki-ken Yuki-shi","","52,283","","26,257","","25,667",""
"1985100000","1985","08208","Ibaraki-ken Ryugasaki-shi","","48,857","","23,570","","22,842",""
"1985100000","1985","08210","Ibaraki-ken Shimotsuma-shi","","41,506","","21,298","","20,883",""
"1985100000","1985","08211","Ibaraki-ken Joso-shi","","63,247","","32,794","","32,101",""
"1985100000","1985","08212","Ibaraki-ken Hitachiota-shi","","59,273","","32,755","","32,223",""
"1985100000","1985","08214","Ibaraki-ken Takahagi-shi","","33,968","","16,751","","16,210",""
"1985100000","1985","08215","Ibaraki-ken Kitaibaraki-shi","","51,035","","25,410","","24,403",""
